4369769	0.009068	<-	0.223296
5996119	0.037417	<-	0.185299
7862832	0.021280	<-	0.054419
3604423	0.034476	->	0.080034
153919	0.000000	--	0.005780
3195104	0.045645	<-	0.088941
9068628	0.004213	<-	0.293717
1776937	0.030676	->	0.137540
112338	0.017137	<-	0.140795
9123579	0.012029	->	0.221197
3541741	0.032520	->	0.180636
1716190	0.010712	<-	0.194322
8850941	0.014247	<-	0.212175
1448698	0.009435	->	0.083416
4453108	0.001123	<-	0.226345
3866310	0.029270	<-	0.083725
9064803	0.018542	->	0.200113
9124102	0.009712	<-	0.130891
2209834	0.021160	<-	0.130569
4035498	0.019907	->	0.136657
3043059	0.001377	<-	0.221876
2475675	0.018051	<-	0.129144
1879539	0.037850	->	0.184676
7950135	0.037194	->	0.079061
590229	0.013275	->	0.047893
2484587	0.021139	<-	0.126908
4075766	0.052271	<-	0.136713
8224429	0.038001	<-	0.103920
6002609	0.009340	->	0.079291
3159823	0.013710	->	0.134746
6938686	0.020599	->	0.140961
3122910	0.026659	<-	0.183072
3682460	0.002952	->	0.228416
3756218	0.007391	->	0.079765
3330091	0.016547	->	0.048599
8356099	0.002779	<-	0.213845
6581313	0.022902	->	0.131793
8355536	0.038665	->	0.076074
9855071	0.210921	->	0.095152
170288	0.028437	<-	0.126003
2391073	0.025328	->	0.186145
2978029	0.027462	->	0.238950
4502638	0.204192	->	0.008824
3725843	0.017228	<-	0.128422
296967	0.057975	->	0.206135
7305742	0.045271	<-	0.088088
7698026	0.007953	<-	0.130532
4710777	0.005688	->	0.222160
8131506	0.010681	->	0.049418
5649126	0.034866	<-	0.088090
1082026	0.019960	<-	0.139308
4594136	0.040057	<-	0.087277
7131952	0.033933	->	0.082198
501767	0.022646	<-	0.171627
2571735	0.038374	<-	0.100286
6769918	0.011344	<-	0.064578
3686074	0.023144	->	0.136533
2892914	0.013918	<-	0.297104
2260508	0.064636	->	0.152203
9721655	0.018014	->	0.093849
7165910	0.041738	<-	0.171732
4286075	0.008276	<-	0.080130
4211174	0.019298	<-	0.211677
9274590	0.094144	->	0.325816
3741178	0.012314	<-	0.134033
4119592	0.005266	->	0.221350
602746	0.038844	->	0.154986
8605797	0.027903	<-	0.176257
3046837	0.243734	->	0.008123
5296317	0.036514	<-	0.089422
5639362	0.009201	<-	0.057728
3835023	0.013573	->	0.129845
8556461	0.035283	<-	0.169696
5343429	0.031660	->	0.178697
8383668	0.009447	->	0.133865
7885482	0.001747	<-	0.206712
2000790	0.027721	<-	0.183235
279388	0.001069	->	0.086219
2738922	0.156276	->	0.134423
6653260	0.024168	->	0.125582
4072011	0.019218	->	0.043970
5411130	0.016427	->	0.128203
2429224	0.027101	->	0.082760
1290019	0.029343	->	0.076938
8460564	0.008313	->	0.217722
719772	0.007176	->	0.211279
5110803	0.017274	->	0.128675
9474839	0.029157	<-	0.086645
7870059	0.017991	->	0.292052
413924	0.211684	->	0.238043
6967218	0.005975	->	0.217767
4656281	0.004309	->	0.395020
7729321	0.041855	<-	0.093626
3476751	0.039315	->	0.177044
1652726	0.036981	->	0.174264
8761588	0.007418	->	0.137835
7498981	0.015648	->	0.226057
8794425	0.014383	<-	0.128954
644459	0.017982	->	0.127673
7092240	0.040187	<-	0.179759
2744327	0.028389	->	0.082605
551328	0.032099	->	0.172366
9612739	0.065539	->	0.283400
6535962	0.002841	->	0.080760
7467828	0.000000	--	0.009839
5023345	0.012923	->	0.131911
4703786	0.021465	<-	0.129871
8323573	0.014290	->	0.087342
7606024	0.032124	->	0.077840
5949057	0.046420	->	0.319704
6577766	0.005743	->	0.207851
1595827	0.004662	<-	0.098975
8523868	0.006070	<-	0.212647
8648071	0.012460	->	0.086184
9419031	0.024560	<-	0.297064
6778537	0.029945	->	0.129482
6418483	0.015664	<-	0.204337
5358819	0.020122	<-	0.293772
7595707	0.022485	->	0.054805
5548610	0.005460	->	0.082696
8157190	0.009261	<-	0.087121
6987667	0.005235	->	0.084397
9810024	0.022762	->	0.049162
4683488	0.008202	->	0.135235
8249819	0.012707	->	0.212496
3265280	0.033688	->	0.232477
7193346	0.006623	<-	0.126944
3607954	0.013038	<-	0.129612
3764670	0.000970	<-	0.084760
7534990	0.029178	->	0.095022
251336	0.012422	<-	0.053853
340698	0.040024	<-	0.080406
1627685	0.026317	->	0.158121
9933230	0.009327	<-	0.057704
1861314	0.001526	->	0.212399
9241211	0.011799	<-	0.054456
5474760	0.002243	->	0.079734
7949406	0.000628	->	0.099205
8444253	0.020324	<-	0.130074
4612998	0.009445	<-	0.210990
6532519	0.127962	->	0.054331
568657	0.000641	<-	0.079902
5652020	0.004669	<-	0.213746
4192735	0.007487	->	0.129937
89858	0.013128	->	0.126332
361025	0.010720	<-	0.295020
7713061	0.016607	<-	0.143738
8776420	0.025175	->	0.133922
4934095	0.003678	<-	0.400578
6557457	0.009084	->	0.078610
795213	0.008541	<-	0.129488
2623882	0.017520	<-	0.182813
4884961	0.000000	--	0.009477
8317716	0.031194	->	0.158224
7718477	0.009296	<-	0.126197
2847587	0.017469	->	0.044434
6233059	0.010650	<-	0.126284
2804650	0.069093	->	0.204643
4823412	0.010253	<-	0.056498
8072569	0.050203	->	0.112501
1232862	0.010325	<-	0.212124
2730018	0.007618	<-	0.080445
484034	0.034122	<-	0.172662
729618	0.008266	<-	0.080728
3221536	0.002654	<-	0.130192
6887546	0.002502	->	0.082339
7564635	0.001078	<-	0.089424
5905413	0.019045	<-	0.137240
4066813	0.036823	<-	0.174868
1304813	0.008304	->	0.285490
6620623	0.011307	->	0.212435
7368419	0.016711	<-	0.136955
9331564	0.034687	<-	0.107112
2741805	0.023448	<-	0.143955
894295	0.017527	<-	0.305494
1810302	0.010464	->	0.294217
94324	0.098724	->	0.385416
8886019	0.016458	<-	0.213340
9873736	0.016103	->	0.131546
2542327	0.010686	->	0.131254
2735468	0.003247	<-	0.082095
3443401	0.004028	<-	0.142582
4561040	0.017152	->	0.293535
3223086	0.011826	<-	0.129863
7783268	0.025752	<-	0.143067
3938783	0.038051	<-	0.290174
7427610	0.007520	<-	0.394897
54877	0.033874	->	0.094216
7545197	0.013634	->	0.043912
4431860	0.030438	->	0.163193
1756135	0.033166	<-	0.168637
8653958	0.012456	->	0.049729
4879188	0.005939	<-	0.223174
1611351	0.035214	<-	0.101033
7862480	0.030577	->	0.128355
4284773	0.002098	->	0.080239
4022991	0.121335	->	0.161238
9833647	0.010348	<-	0.297700
3680590	0.014820	<-	0.058682
6408273	0.001964	->	0.219775
5674071	0.005291	<-	0.084918
4222194	0.011729	->	0.136091
5680173	0.028884	<-	0.137077
9963519	0.012543	->	0.044393
2473736	0.024917	->	0.047655
7797560	0.011259	->	0.055952
3404043	0.011033	<-	0.081020
9879916	0.000539	->	0.102661
6732393	0.009240	->	0.400433
9055349	0.003653	<-	0.209195
5334487	0.008561	<-	0.088162
3895924	0.014434	<-	0.127411
4995811	0.021273	<-	0.293597
1919196	0.006640	->	0.207325
7745892	0.021329	->	0.129655
962525	0.027162	->	0.154720
5794458	0.049227	<-	0.113397
8423514	0.011381	<-	0.082957
4376726	0.020663	->	0.127994
7565408	0.012572	<-	0.129415
4063577	0.031403	->	0.072867
3346630	0.020559	->	0.089612
4129472	0.009029	<-	0.141582
8571331	0.005289	->	0.211234
1631086	0.018595	->	0.131351
6413081	0.002783	->	0.082709
2151828	0.018089	->	0.212584
9225362	0.039318	->	0.081394
7167102	0.020943	<-	0.061118
9848983	0.011604	->	0.050987
2643824	0.027103	<-	0.086535
3599041	0.149058	->	0.157924
98939	0.009552	->	0.163044
9592281	0.273396	->	0.091771
6008731	0.002372	->	0.083033
9715262	0.010938	<-	0.057456
700044	0.019139	->	0.130210
6243334	0.013118	<-	0.055822
8736453	0.040033	->	0.249539
203071	0.008507	->	0.207409
6745646	0.011284	->	0.085540
376976	0.027120	<-	0.142071
6767400	0.008290	->	0.133961
4151685	0.020924	->	0.176907
6085943	0.017756	->	0.047961
3139847	0.012198	->	0.238150
6373141	0.003569	<-	0.011125
5576537	0.022086	<-	0.301584
7901768	0.009159	->	0.216811
4728532	0.003072	->	0.082746
1369593	0.038615	<-	0.103999
9154082	0.017698	<-	0.054867
5893972	0.007827	->	0.130225
3656174	0.011768	<-	0.207269
3534093	0.017244	<-	0.295840
5100904	0.002695	<-	0.218472
7210671	0.045709	<-	0.095330
4017352	0.008072	<-	0.086870
7406563	0.004742	->	0.256469
386703	0.000563	->	0.213329
9091160	0.009906	->	0.126707
2589893	0.011382	->	0.139413
6818469	0.125206	->	0.160609
1771637	0.037608	->	0.079553
7534867	0.020994	<-	0.304058
2320049	0.007386	<-	0.124854
614378	0.070150	->	0.324610
6679029	0.000959	<-	0.107223
3800697	0.017304	<-	0.055646
9318581	0.009888	->	0.096469
7853814	0.003180	<-	0.079376
3444451	0.026392	->	0.244083
3694161	0.008532	<-	0.097775
4841210	0.000838	<-	0.103886
2236596	0.030418	->	0.240001
695145	0.015839	<-	0.290437
9206493	0.015316	->	0.293809
4412022	0.031827	->	0.093647
4692246	0.094097	->	0.209812
9896277	0.019248	->	0.160509
2788244	0.022726	->	0.215115
9222005	0.005159	->	0.244821
8743005	0.033040	->	0.176132
359967	0.012438	<-	0.126373
2663226	0.018411	->	0.292505
2900969	0.029709	->	0.131312
2893531	0.011519	->	0.299492
3260437	0.019632	->	0.133218
3122251	0.013714	<-	0.172965
6155412	0.001667	->	0.213068
9201110	0.014221	->	0.056917
2909452	0.022897	->	0.125256
6803013	0.043955	->	0.080844
869161	0.005670	->	0.289072
7619570	0.036759	<-	0.190093
9773587	0.004355	->	0.075934
4584279	0.014985	->	0.127065
1231180	0.023242	->	0.134611
8062541	0.000127	<-	0.156986
8210325	0.020516	->	0.160088
3162117	0.161727	->	0.122110
6588286	0.004900	->	0.083881
32409	0.026400	->	0.163959
7429189	0.000687	->	0.209549
2121277	0.020945	<-	0.167733
8317920	0.126599	->	0.100838
6172813	0.003242	<-	0.137003
9951604	0.065303	->	0.289998
5160836	0.010208	<-	0.167190
4763907	0.021475	->	0.160822
7647906	0.036204	->	0.178572
2087370	0.019586	->	0.047254
9067922	0.038145	->	0.078194
3904994	0.012793	<-	0.165887
734186	0.006345	->	0.125878
7409003	0.099184	->	0.162806
9717912	0.021970	<-	0.098198
6972221	0.019914	<-	0.095893
795734	0.040965	->	0.078072
2287242	0.000000	--	0.006672
5258134	0.014008	<-	0.160181
287105	0.235292	->	0.064011
916568	0.028198	->	0.320321
4405775	0.006813	->	0.209233
8843298	0.016057	<-	0.215202
461248	0.032890	->	0.075287
1742817	0.019079	->	0.125562
9155878	0.001220	->	0.212156
2193158	0.026679	->	0.154308
4835621	0.021463	<-	0.164366
2254339	0.014777	->	0.294158
6370542	0.007786	->	0.090124
9486261	0.005211	->	0.084034
5814448	0.315167	->	0.155685
8398004	0.036187	->	0.219409
3354908	0.003040	<-	0.081574
1569687	0.047347	->	0.235547
5111901	0.007486	->	0.102863
6517422	0.015447	<-	0.130648
7218119	0.040988	->	0.076406
9790714	0.013708	->	0.130372
8758781	0.007160	<-	0.157797
5731198	0.155099	->	0.323557
6950320	0.031996	<-	0.088172
5933895	0.121673	->	0.126289
3359320	0.002333	<-	0.104150
3469672	0.057366	->	0.285003
5907097	0.013482	->	0.231103
9471464	0.000310	->	0.208159
7260961	0.018640	<-	0.051036
2702477	0.035931	->	0.161035
4475040	0.017011	->	0.122834
1170442	0.020771	->	0.125351
750807	0.349719	->	0.222191
9938938	0.010334	<-	0.206433
979218	0.014005	->	0.083289
7842283	0.006821	<-	0.204269
4413420	0.008225	->	0.298560
6872530	0.003443	<-	0.078593
9845233	0.000553	->	0.057886
5594571	0.009030	<-	0.085713
6613426	0.037671	->	0.170711
2110684	0.004050	->	0.111481
3585073	0.022648	<-	0.125873
8998806	0.012457	<-	0.097165
8702269	0.025072	->	0.320005
997619	0.015704	->	0.124803
4684007	0.070619	<-	0.116849
9606657	0.042382	->	0.101041
4576183	0.022038	->	0.056223
295458	0.042741	<-	0.087025
1794504	0.007176	->	0.082723
7254568	0.021655	<-	0.298025
9110642	0.011768	->	0.130920
5890325	0.018718	->	0.055457
9484869	0.001637	->	0.291134
3574590	0.039137	->	0.104632
8991332	0.003250	<-	0.096015
1322701	0.013277	->	0.129065
4137121	0.043116	<-	0.173224
7493649	0.000621	<-	0.215489
7079162	0.017667	->	0.127363
8229074	0.097773	->	0.152276
3456968	0.250331	->	0.116140
293751	0.019987	<-	0.138780
2231196	0.010893	<-	0.139314
2052512	0.287473	->	0.156754
2134636	0.066247	->	0.391418
9695572	0.007508	->	0.130871
2057926	0.037027	->	0.077896
8856219	0.017123	<-	0.132085
5893133	0.266391	->	0.142649
1010105	0.002392	->	0.401137
7459039	0.009028	->	0.205820
7855772	0.005720	<-	0.101345
2614192	0.259777	->	0.049135
5676367	0.004362	<-	0.004916
1361018	0.017675	<-	0.127217
3870781	0.029632	->	0.074456
3088618	0.002119	<-	0.210952
4144300	0.038991	->	0.074137
6035064	0.026470	<-	0.139919
3029652	0.012495	->	0.056464
4529752	0.086827	->	0.121911
5916258	0.005618	->	0.401610
249372	0.049371	->	0.108108
7275339	0.003364	<-	0.207566
7968921	0.005191	->	0.099960
1500206	0.091362	->	0.317985
5454319	0.008603	->	0.224406
542089	0.018582	->	0.126739
1502121	0.034618	->	0.079632
2445330	0.035718	->	0.096252
3118308	0.023695	<-	0.129867
2341937	0.031943	->	0.182763
6195593	0.019780	<-	0.163440
7529402	0.014519	<-	0.127932
3848796	0.199525	->	0.056273
1064272	0.002310	->	0.208832
7691709	0.009869	->	0.125193
5830519	0.002264	->	0.106974
2476937	0.036324	->	0.077894
5318689	0.010355	<-	0.099869
7018042	0.040944	<-	0.115665
6299990	0.082992	->	0.181576
3494259	0.032790	->	0.088576
4217783	0.223898	->	0.089849
6897898	0.018318	->	0.127900
4049136	0.008738	<-	0.052183
1068669	0.034040	<-	0.186482
7395804	0.355530	->	0.110186
483944	0.008981	->	0.083996
6167386	0.020906	->	0.125646
519982	0.037044	<-	0.085075
6639625	0.032819	->	0.184032
199979	0.035694	->	0.180655
8694716	0.097624	->	0.221188
2105768	0.288125	->	0.077420
3693959	0.036075	->	0.096923
7131673	0.000839	<-	0.197414
1915581	0.050452	->	0.108983
596541	0.048971	->	0.080080
5014239	0.025259	->	0.129470
3205628	0.000746	<-	0.124965
6460098	0.016478	->	0.163467
149804	0.004495	<-	0.208358
1072389	0.078311	->	0.154437
5433744	0.011707	->	0.132191
1027121	0.002370	<-	0.135669
4354098	0.081838	->	0.063489
7143266	0.019884	->	0.050176
5329319	0.145404	->	0.141762
5379042	0.019642	<-	0.129583
3549194	0.014547	->	0.155153
4971755	0.032740	->	0.091716
1928133	0.011624	<-	0.135387
8524886	0.000763	->	0.083133
8915116	0.061876	->	0.129760
2438286	0.050541	->	0.090491
3714689	0.016116	->	0.134478
2267791	0.022643	<-	0.094756
7744396	0.007605	->	0.101946
1783806	0.000019	->	0.096044
5998476	0.026710	<-	0.169021
3916250	0.021931	->	0.131215
9256636	0.299498	->	0.080336
326908	0.040644	->	0.168112
2173843	0.105225	->	0.234258
104818	0.040134	->	0.176003
6253381	0.064140	->	0.151807
9361303	0.032967	<-	0.190540
2005430	0.010286	<-	0.209312
8422868	0.033288	->	0.096057
4006747	0.001013	<-	0.212794
8421231	0.003983	->	0.155390
8946244	0.002589	<-	0.257663
9038966	0.148677	->	0.076305
4604354	0.003544	->	0.104461
4205259	0.036307	->	0.172170
2708524	0.001828	<-	0.102758
2910159	0.004568	<-	0.075785
5232588	0.080138	->	0.046687
2903686	0.095904	->	0.207003
8481681	0.010846	<-	0.298188
3177619	0.008414	->	0.158018
3754292	0.248772	->	0.045552
8142891	0.054990	->	0.152938
9538137	0.051966	->	0.095654
6921642	0.021425	->	0.224006
3280120	0.038398	->	0.092004
3043617	0.024269	<-	0.066448
5373169	0.009397	->	0.065096
7020294	0.021608	->	0.169300
6210579	0.004514	<-	0.257013
2647556	0.009436	<-	0.297569
8595683	0.011927	->	0.058956
9408689	0.090828	->	0.222619
3364780	0.024717	<-	0.171794
7080968	0.037273	->	0.223523
6909362	0.009435	<-	0.129539
3470866	0.003788	<-	0.079224
6361428	0.002550	->	0.099688
6104522	0.085824	->	0.099366
4675422	0.039553	->	0.210110
3523098	0.036276	->	0.091507
3630505	0.011227	<-	0.103254
4217642	0.016117	<-	0.296333
9750882	0.007236	<-	0.100310
6634390	0.032690	->	0.096748
7572731	0.002862	->	0.080865
8993765	0.011950	<-	0.086323
4064148	0.015046	<-	0.064092
327133	0.082946	->	0.212493
9402776	0.018098	<-	0.162958
8915084	0.008903	<-	0.099331
698164	0.006885	->	0.158211
321915	0.019114	->	0.216880
5908984	0.186718	->	0.094735
8293751	0.001506	<-	0.259554
7886013	0.276746	->	0.046370
3969900	0.040904	->	0.079786
2107635	0.122322	->	0.183326
3377100	0.036386	->	0.093946
8854701	0.031128	->	0.169589
853229	0.016993	->	0.210272
2925001	0.016685	->	0.123982
340851	0.016601	->	0.127714
444905	0.021490	->	0.130044
5974098	0.022664	->	0.224829
3670303	0.007190	<-	0.134147
8284213	0.004740	<-	0.250562
6475894	0.282699	->	0.051560
7624934	0.211778	->	0.108861
9134412	0.016138	<-	0.047267
9693560	0.032464	<-	0.137779
9890648	0.047156	<-	0.176299
7872588	0.104692	->	0.141432
2450596	0.003193	->	0.099851
1768505	0.016653	->	0.131772
2404289	0.084560	->	0.219617
7609918	0.040375	->	0.075915
5130295	0.011009	->	0.128386
2188059	0.102087	->	0.119606
3604217	0.006199	->	0.211652
4638591	0.009527	<-	0.211883
7859209	0.088067	->	0.243906
3091012	0.112088	->	0.078628
5673200	0.000350	<-	0.228003
8057161	0.048020	->	0.174543
5770057	0.004531	->	0.079486
7034665	0.012450	<-	0.162659
5017118	0.009144	->	0.059594
2717290	0.045709	->	0.171942
6990308	0.003061	->	0.214784
9549815	0.021268	<-	0.295228
7597460	0.002539	->	0.212926
629072	0.296093	->	0.100793
3544909	0.013120	->	0.127216
8736654	0.010937	<-	0.096642
467530	0.283121	->	0.139703
6221703	0.087480	->	0.058315
1180276	0.113656	->	0.222432
121947	0.009308	->	0.125229
1841447	0.171512	->	0.219514
4092938	0.047315	->	0.229556
8002781	0.023944	->	0.171476
9779103	0.074796	->	0.227088
9907168	0.215872	->	0.236344
3113580	0.029758	->	0.187009
1906258	0.029174	<-	0.088497
3098968	0.023505	<-	0.057803
3619393	0.009437	->	0.305708
361044	0.015160	<-	0.404201
1386002	0.003278	<-	0.076438
4599137	0.010101	<-	0.302769
5651218	0.003640	<-	0.080406
2403627	0.245079	->	0.052029
9938508	0.014945	->	0.129614
3388396	0.001291	<-	0.081919
7294349	0.014000	<-	0.129977
3322079	0.015354	->	0.124766
789848	0.006059	->	0.254119
4977494	0.204773	->	0.106842
4158644	0.000084	->	0.086238
7912102	0.014653	<-	0.258422
475005	0.006981	->	0.217403
4084371	0.012831	->	0.134385
7519085	0.184699	->	0.102989
6968556	0.096144	->	0.131352
150370	0.097113	->	0.092906
3954804	0.095847	->	0.173577
1487270	0.000160	->	0.098448
4661886	0.016451	->	0.049806
3007487	0.260647	->	0.140828
9717809	0.022021	->	0.154359
5774788	0.003348	<-	0.319267
7509977	0.057618	<-	0.121172
8566906	0.024358	->	0.173002
3322880	0.244310	->	0.081838
7487466	0.050117	->	0.171243
3717024	0.181708	->	0.221753
7429623	0.027582	->	0.157769
1425223	0.030492	->	0.081329
3276150	0.020233	->	0.152503
2460277	0.002534	->	0.079868
8153443	0.002968	<-	0.399323
6724235	0.029375	<-	0.088469
1715419	0.016445	->	0.174098
9601874	0.059540	->	0.169854
9580365	0.041251	->	0.127378
5431397	0.417142	->	0.100573
7402986	0.015934	<-	0.065074
5325958	0.036600	->	0.156517
3769242	0.001619	<-	0.010194
6256895	0.071759	->	0.130584
3442439	0.270724	->	0.208471
2395786	0.010022	->	0.126753
591611	0.079634	->	0.159949
9114196	0.046884	<-	0.170082
1422982	0.005201	->	0.159542
4073437	0.235161	->	0.175813
4683679	0.034278	->	0.181260
2798046	0.010619	<-	0.257974
5660163	0.247349	->	0.091365
5447319	0.012244	->	0.157701
1721373	0.005641	->	0.300127
6199453	0.057486	->	0.087140
7859772	0.009641	<-	0.163015
5998871	0.065026	->	0.122701
9718111	0.001403	<-	0.210473
5112038	0.010568	<-	0.095074
2752465	0.289152	->	0.104278
6998929	0.004908	<-	0.213981
848340	0.093316	->	0.059379
8655314	0.036631	->	0.093750
3672345	0.003284	<-	0.399397
1494387	0.374030	->	0.108628
4787069	0.043725	->	0.229415
4930866	0.043144	->	0.085820
8638818	0.019538	->	0.124795
4033652	0.009131	->	0.105738
9250929	0.014051	->	0.216537
6362480	0.053491	->	0.319408
946753	0.243451	->	0.086415
1000911	0.004723	->	0.159388
9553178	0.235991	->	0.096914
3312148	0.130499	->	0.224124
8878839	0.020439	->	0.157921
3258197	0.006543	<-	0.111539
3119922	0.038976	->	0.178304
1756454	0.012975	->	0.128635
361271	0.033248	->	0.156189
3225077	0.030972	->	0.226303
2123438	0.337791	->	0.111011
6470883	0.058131	->	0.215221
4028359	0.002412	<-	0.250183
7101966	0.015237	->	0.124545
4117179	0.038890	->	0.073806
2465520	0.004622	<-	0.213681
3952926	0.004644	->	0.085154
7817888	0.104628	->	0.124423
1988663	0.050882	->	0.144929
3486364	0.015572	->	0.289044
7259662	0.020564	<-	0.073338
514598	0.116192	->	0.148944
4165029	0.056501	->	0.089644
3650949	0.148337	->	0.210039
7377061	0.226788	->	0.167465
2021702	0.010215	<-	0.213359
4453798	0.113550	->	0.375290
5971616	0.179753	->	0.060492
4303016	0.010566	->	0.048522
3347438	0.222488	->	0.108957
8502989	0.081530	->	0.238110
4206343	0.148166	->	0.214848
3436983	0.002381	<-	0.103741
3470197	0.356188	->	0.110290
4551571	0.036911	<-	0.084086
762737	0.030737	->	0.077775
652579	0.022089	->	0.238942
1332071	0.013257	<-	0.093299
1437127	0.012748	->	0.155007
